#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
4.0489700000e+09, 4.5951026678e-01, -1.2541706674e-02, -6.7508615752e+00, -2.7286863183e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489800000e+09, 4.6036747098e-01, -1.3341780752e-02, -6.7342613830e+00, -2.8972610576e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489900000e+09, 4.5991805196e-01, -1.2640964240e-02, -6.7431112854e+00, -2.7478335474e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490000000e+09, 4.5926031470e-01, -1.3643294573e-02, -6.7549906073e+00, -2.9698371060e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490100000e+09, 4.5850354433e-01, -1.5177525580e-02, -6.7683898238e+00, -3.3090225263e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490200000e+09, 4.5915263891e-01, -1.7109204084e-02, -6.7548323157e+00, -3.7245330905e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490300000e+09, 4.5941016078e-01, -1.9141383469e-02, -6.7484553331e+00, -4.1641043784e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490400000e+09, 4.5874190330e-01, -1.9218673930e-02, -6.7610159935e+00, -4.1869822314e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490500000e+09, 4.6026885509e-01, -2.0797435194e-02, -6.7309101867e+00, -4.5154691855e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490600000e+09, 4.5924413204e-01, -1.9883161411e-02, -6.7509944872e+00, -4.3268384652e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490700000e+09, 4.5916482806e-01, -2.0626459271e-02, -6.7518726743e+00, -4.4891508108e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490800000e+09, 4.5887351036e-01, -2.2066310048e-02, -6.7561089723e+00, -4.8050985703e-02, -3.2000000000e+01, 1.7513763914e+09
4.0490900000e+09, 4.5865213871e-01, -2.4272480980e-02, -6.7581853984e+00, -5.2872007391e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491000000e+09, 4.5879060030e-01, -2.5377107784e-02, -6.7544426697e+00, -5.5256743423e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491100000e+09, 4.5744937658e-01, -2.6183081791e-02, -6.7789345880e+00, -5.7174731273e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491200000e+09, 4.5920723677e-01, -2.6604967192e-02, -6.7452721286e+00, -5.7872038778e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491300000e+09, 4.5912811160e-01, -2.7840618044e-02, -6.7453827198e+00, -6.0563858748e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491400000e+09, 4.5749017596e-01, -2.9364915565e-02, -6.7745085079e+00, -6.4099053895e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491500000e+09, 4.5797464251e-01, -2.8921969235e-02, -6.7658854301e+00, -6.3068147863e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491600000e+09, 4.5728108287e-01, -3.0628211796e-02, -6.7768956240e+00, -6.6879069780e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491700000e+09, 4.5833626389e-01, -3.0722850934e-02, -6.7568456351e+00, -6.6931121297e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491800000e+09, 4.5756816864e-01, -3.2996319234e-02, -6.7683582801e+00, -7.1987746431e-02, -3.2000000000e+01, 1.7513763914e+09
4.0491900000e+09, 4.5877850056e-01, -3.2667372376e-02, -6.7459750235e+00, -7.1085131501e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492000000e+09, 4.5851609111e-01, -3.4703604877e-02, -6.7481008523e+00, -7.5542747547e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492100000e+09, 4.5924338698e-01, -3.5245887935e-02, -6.7336359432e+00, -7.6597574474e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492200000e+09, 4.5877200365e-01, -3.6041133106e-02, -6.7413409788e+00, -7.8398990025e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492300000e+09, 4.5845907927e-01, -3.7595625967e-02, -6.7448811630e+00, -8.1821241750e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492400000e+09, 4.5783588290e-01, -3.8718026131e-02, -6.7548547278e+00, -8.4366739813e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492500000e+09, 4.5886263251e-01, -4.0140084922e-02, -6.7332392083e+00, -8.7255230278e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492600000e+09, 4.5704793930e-01, -4.0238872170e-02, -6.7672317225e+00, -8.7814391587e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492700000e+09, 4.5730608702e-01, -4.0484294295e-02, -6.7619566487e+00, -8.8297595962e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492800000e+09, 4.5711493492e-01, -4.1878752410e-02, -6.7631919436e+00, -9.1360329178e-02, -3.2000000000e+01, 1.7513763914e+09
4.0492900000e+09, 4.5735856891e-01, -4.3212004006e-02, -6.7562670671e+00, -9.4202032744e-02, -3.2000000000e+01, 1.7513763914e+09
4.0493000000e+09, 4.5724588633e-01, -4.4041931629e-02, -6.7568977482e+00, -9.6023793264e-02, -3.2000000000e+01, 1.7513763914e+09
