#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
3.3980000000e+09, -3.5164362192e-01, 3.4554418922e-01, -6.1429718518e+00, -4.1617354261e+01, -5.0000000000e+01, 1.7513737522e+09
3.3995000000e+09, -2.2721390426e-01, 4.3259713054e-01, -6.2202672378e+00, -4.1927871880e+01, -5.0000000000e+01, 1.7513737522e+09
3.4010000000e+09, -8.1855230033e-02, 4.7881713510e-01, -6.2715033464e+00, -4.2242184572e+01, -5.0000000000e+01, 1.7513737522e+09
3.4025000000e+09, 6.6787488759e-02, 4.7879964113e-01, -6.3132332710e+00, -4.2550095974e+01, -5.0000000000e+01, 1.7513737522e+09
3.4040000000e+09, 2.1005047858e-01, 4.3419426680e-01, -6.3330466237e+00, -4.2862080927e+01, -5.0000000000e+01, 1.7513737522e+09
3.4055000000e+09, 3.2935747504e-01, 3.5117757320e-01, -6.3488275700e+00, -4.3164846816e+01, -5.0000000000e+01, 1.7513737522e+09
3.4070000000e+09, 4.1869994998e-01, 2.2945749760e-01, -6.4214060619e+00, -4.3480972515e+01, -5.0000000000e+01, 1.7513737522e+09
3.4085000000e+09, 4.6590554714e-01, 9.4687297940e-02, -6.4582687645e+00, -4.3781795051e+01, -5.0000000000e+01, 1.7513737522e+09
3.4100000000e+09, 4.7273758054e-01, -4.6610474587e-02, -6.4655820235e+00, -4.4080576433e+01, -5.0000000000e+01, 1.7513737522e+09
3.4115000000e+09, 4.3517246842e-01, -1.8292991817e-01, -6.5200990565e+00, -4.4380232721e+01, -5.0000000000e+01, 1.7513737522e+09
3.4130000000e+09, 3.6154067516e-01, -3.0836018920e-01, -6.4628055140e+00, -4.4688475845e+01, -5.0000000000e+01, 1.7513737522e+09
3.4145000000e+09, 2.5309035182e-01, -4.0154126287e-01, -6.4725786914e+00, -4.4990693972e+01, -5.0000000000e+01, 1.7513737522e+09
3.4160000000e+09, 1.2143161148e-01, -4.6174961329e-01, -6.4214451112e+00, -4.5295934728e+01, -5.0000000000e+01, 1.7513737522e+09
3.4175000000e+09, -2.6151111349e-02, -4.8036465049e-01, -6.3557269195e+00, -4.5607479915e+01, -5.0000000000e+01, 1.7513737522e+09
3.4190000000e+09, -1.6676595807e-01, -4.5250394940e-01, -6.3344498317e+00, -4.5906188889e+01, -5.0000000000e+01, 1.7513737522e+09
3.4205000000e+09, -2.9744836688e-01, -3.8343667984e-01, -6.2801052990e+00, -4.6212867648e+01, -5.0000000000e+01, 1.7513737522e+09
3.4220000000e+09, -4.0457227826e-01, -2.7251142263e-01, -6.2353034554e+00, -4.6531116939e+01, -5.0000000000e+01, 1.7513737522e+09
3.4235000000e+09, -4.6832388639e-01, -1.3600036502e-01, -6.2374548603e+00, -4.6841265207e+01, -5.0000000000e+01, 1.7513737522e+09
3.4250000000e+09, -4.9123358726e-01, 1.6679948196e-02, -6.1692345877e+00, -4.7157831991e+01, -5.0000000000e+01, 1.7513737522e+09
3.4265000000e+09, -4.6134850383e-01, 1.6477227211e-01, -6.1980261315e+00, -4.7466923259e+01, -5.0000000000e+01, 1.7513737522e+09
3.4280000000e+09, -3.9058852196e-01, 2.9925823212e-01, -6.1597851335e+00, -4.7777661299e+01, -5.0000000000e+01, 1.7513737522e+09
3.4295000000e+09, -2.8281843662e-01, 4.0224871039e-01, -6.1656113827e+00, -4.8081887036e+01, -5.0000000000e+01, 1.7513737522e+09
3.4310000000e+09, -1.4633323252e-01, 4.7172653675e-01, -6.1271815480e+00, -4.8393890927e+01, -5.0000000000e+01, 1.7513737522e+09
3.4325000000e+09, 7.4808979407e-03, 4.9265259504e-01, -6.1481832139e+00, -4.8709869899e+01, -5.0000000000e+01, 1.7513737522e+09
3.4340000000e+09, 1.5797287226e-01, 4.6010577679e-01, -6.2588843678e+00, -4.9025415790e+01, -5.0000000000e+01, 1.7513737522e+09
3.4355000000e+09, 2.9430750012e-01, 3.9175763726e-01, -6.1962420817e+00, -4.9338986066e+01, -5.0000000000e+01, 1.7513737522e+09
3.4370000000e+09, 4.0190526843e-01, 2.8364858031e-01, -6.1621269913e+00, -4.9650901309e+01, -5.0000000000e+01, 1.7513737522e+09
3.4385000000e+09, 4.6516916156e-01, 1.4876045287e-01, -6.2248972727e+00, -4.9955962204e+01, -5.0000000000e+01, 1.7513737522e+09
3.4400000000e+09, 4.8852291703e-01, -3.4968930413e-04, -6.2222989415e+00, -5.0266198267e+01, -5.0000000000e+01, 1.7513737522e+09
3.4415000000e+09, 4.6673384309e-01, -1.4987002313e-01, -6.1924351081e+00, -5.0576186375e+01, -5.0000000000e+01, 1.7513737522e+09
3.4430000000e+09, 4.0034371614e-01, -2.8435015678e-01, -6.1774856885e+00, -5.0883064557e+01, -5.0000000000e+01, 1.7513737522e+09
3.4445000000e+09, 2.9333829880e-01, -3.9293488860e-01, -6.1898391681e+00, -5.1195001170e+01, -5.0000000000e+01, 1.7513737522e+09
3.4460000000e+09, 1.6133083403e-01, -4.6280989051e-01, -6.1938969339e+00, -5.1500860768e+01, -5.0000000000e+01, 1.7513737522e+09
3.4475000000e+09, 8.7660327554e-03, -4.9203962088e-01, -6.1586202669e+00, -5.1818464964e+01, -5.0000000000e+01, 1.7513737522e+09
3.4490000000e+09, -1.3744007051e-01, -4.6988540888e-01, -6.2036445238e+00, -5.2120837954e+01, -5.0000000000e+01, 1.7513737522e+09
3.4505000000e+09, -2.7551311254e-01, -4.0636742115e-01, -6.1790735684e+00, -5.2432079813e+01, -5.0000000000e+01, 1.7513737522e+09
3.4520000000e+09, -3.8497036695e-01, -3.0137935281e-01, -6.2154450392e+00, -5.2742870780e+01, -5.0000000000e+01, 1.7513737522e+09
3.4535000000e+09, -4.6221670508e-01, -1.6887496412e-01, -6.1589214733e+00, -5.3056783629e+01, -5.0000000000e+01, 1.7513737522e+09
3.4550000000e+09, -4.9004501104e-01, -1.8874354661e-02, -6.1888427983e+00, -5.3368578586e+01, -5.0000000000e+01, 1.7513737522e+09
3.4565000000e+09, -4.7069546580e-01, 1.3103513420e-01, -6.2210313873e+00, -5.3678586736e+01, -5.0000000000e+01, 1.7513737522e+09
3.4580000000e+09, -4.0702018142e-01, 2.6716163754e-01, -6.2517695323e+00, -5.3987925298e+01, -5.0000000000e+01, 1.7513737522e+09
3.4595000000e+09, -3.0476775765e-01, 3.8197338581e-01, -6.2198922325e+00, -5.4304426383e+01, -5.0000000000e+01, 1.7513737522e+09
3.4610000000e+09, -1.7343384028e-01, 4.5547419786e-01, -6.2427048457e+00, -5.4614046140e+01, -5.0000000000e+01, 1.7513737522e+09
3.4625000000e+09, -2.5780882686e-02, 4.8448345065e-01, -6.2821407989e+00, -5.4924708446e+01, -5.0000000000e+01, 1.7513737522e+09
3.4640000000e+09, 1.2591898441e-01, 4.6908980608e-01, -6.2727051855e+00, -5.5240121773e+01, -5.0000000000e+01, 1.7513737522e+09
3.4655000000e+09, 2.5845709443e-01, 4.0356922150e-01, -6.3889915942e+00, -5.5547488316e+01, -5.0000000000e+01, 1.7513737522e+09
3.4670000000e+09, 3.6791914702e-01, 3.0917203426e-01, -6.3647856300e+00, -5.5849816821e+01, -5.0000000000e+01, 1.7513737522e+09
3.4685000000e+09, 4.4178137183e-01, 1.8091082573e-01, -6.4225661361e+00, -5.6159996030e+01, -5.0000000000e+01, 1.7513737522e+09
