#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
3.6069840000e+09, -4.7879737616e-01, -2.4557806551e-02, -6.3855546683e+00, -3.0903469560e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069900000e+09, -4.7744345665e-01, -2.3947771639e-02, -6.4106485695e+00, -3.0914763131e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069960000e+09, -4.7643363476e-01, -2.3954695091e-02, -6.4289866296e+00, -3.0913557725e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070020000e+09, -4.7741475701e-01, -2.0198263228e-02, -6.4143165950e+00, -3.0993102886e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070080000e+09, -4.7730135918e-01, -2.1078960970e-02, -6.4156845555e+00, -3.0974585384e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070140000e+09, -4.7771525383e-01, -2.0361442119e-02, -6.4087352319e+00, -3.0989958864e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070200000e+09, -4.7810941935e-01, -2.0359504968e-02, -6.4015858871e+00, -3.0990350062e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070260000e+09, -4.7388094664e-01, -1.9994566217e-02, -6.4788903198e+00, -3.0994244386e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070320000e+09, -4.7829526663e-01, -1.9036915153e-02, -6.3992038342e+00, -3.1018120547e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070380000e+09, -4.7463586927e-01, -1.7445808277e-02, -6.4669254500e+00, -3.1048529986e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070440000e+09, -4.7447171807e-01, -1.6932345927e-02, -6.4702659829e+00, -3.1059210577e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070500000e+09, -4.7866415977e-01, -1.6901817173e-02, -6.3939702737e+00, -3.1062969300e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070560000e+09, -4.7854983807e-01, -1.8206946552e-02, -6.3951746416e+00, -3.1035649126e+00, -3.9000000000e+01, 1.7513756993e+09
3.6070620000e+09, -4.7752940655e-01, -1.5861993656e-02, -6.4152084142e+00, -3.1083880729e+00, -3.9000000000e+01, 1.7513756993e+09
